Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
8472T,Skin biopsy 6-10 slides,34.5.0,Narrative change from Skin biopsy for immunofluorescence 6-10 slides to Skin biopsy 6-10 slides in Mar 13,,True,
8473T,Skin biopsy 11-15 slides,34.5.0,Narrative change from Skin biopsy for immunofluorescence 11-15 slides to Skin biopsy 11-15 slides in Mar 14,,True,
8474T,Skin biopsy 16+ slides,34.5.0,Narrative change from Skin biopsy for immunofluorescence 16+ slides to Skin biopsy 16+ slides in Mar 14,,True,
8475T,"Small tissue sample, such as biopsies, skin lesions, curettage 1-5 slides",34.5.0,,,True,
8476T,"Small tissue sample, such as biopsies, skin lesions, curettage 6-10 slides",34.5.0,,,True,
8477T,"Small tissue sample, such as biopsies, skin lesions, curettage 11-15 slides",34.5.0,,,True,
8478T,"Small tissue sample, such as biopsies, skin lesions, curettage 16+ slides",34.5.0,,,True,
8479B,Treponema pallidum particle agglutination assay (TPPA),34.4.0,,,False,
8480B,Valproic acid test,34.1.0,,,True,
8481B,Hepatocyte nuclear factor (HNF),34.3.0,,,True,
8482B,Interleukin 2 (IL-2),34.1.1,,,True,
8483F,Enteric organism detection PCR,34.4.0,,,True,
8485B,Complement CH50,34.2.0,,,True,
8486B,Epstein-Barr virus (EBV) PCR,34.1.1,,,True,
8487T,Immunofluorescence,34.5.0,Code inactivated in October 2019,,False,
8488O,Antral washout analysis,34.4.0,,,True,
8490B,Clomiphene test,34.1.1,,,True,
8500B,Epstein-Barr virus (EBV) serology test,34.1.1,,,True,8299B
8501B,P53 testing,34.1.1,,,True,
8502O,Cervical/ liquid based cytology,34.5.0,,,True,
8503U,Urine cytology,34.5.0,,,True,
8504U,Benzene Urine,34.0.0,New code added in August 2024,,True,
8505B,Double stranded DNA (dsDNA) IgG/IgM antibody,34.3.0,,,True,
8510B,TPO antibodies,34.3.0,,,True,
8511B,Total T4,34.4.0,,,True,
8512B,Free T4,34.4.0,,,True,
8550O,Mycology culture,34.4.0,,,True,
8560B,Complement 3 (C3),34.1.1,,,True,
8561B,Complement 4 (C4),34.2.0,,,True,
8589B,Rhesus factor,34.1.0,,,True,
8600B,Sperm DNA fragmentation,34.1.3,,,True,
8601B,Posaconazole level,34.0.0,New code added in November 2021,,True,
8601G,Connective Tissue Gene Panel,34.1.3,New code added in November 2021,,True,
8800B,"Cardiovascular profile (LipidsTotal cholesterol, triglyceride, LDL, HDL, total cholesterol:HDL ratio, ApoA, ApoB, LpoA, Fibrinogen, hsCRP)",34.1.1,"Narrative change from 'Cardiovascular profile (Lipids, ApoA, ApoB, LpoA, Fibrinogen, hsCRP)' to 'Cardiovascular profile (LipidsTotal cholesterol, triglyceride, LDL, HDL, total cholesterol:HDL ratio, ApoA, ApoB, LpoA, Fibrinogen, hsCRP)' in February 2023",,True,8056B
9000G,T-cell receptor genotype,34.1.3,New code added in June 2018,,True,
9001G,T-cell analysis,34.1.3,New code added in June 2018,,True,
9002G,B-cell analysis,34.1.3,New code added in June 2018,,True,
9003G,Invitae breast cancer STAT panel,34.1.3,New code added in April 2022,,True,
9004G,Invitae prostate cancer panel,34.1.3,New code added in April 2022,,True,
9005G,Invitae colorectal cancer panel,34.1.3,New code added in April 2022,,True,
9006G,Assessment of recurrence risk in colorectal cancer by ctDNA profiling,34.1.3,New code added in October 2022,,True,
9007G,Assessment of recurrence risk in bladder cancer by circulating tumour DNA profiling,34.1.3,New code added in October 2024,,True,
9008G,Assessment of recurrence risk in breast cancer by circulating tumour DNA profiling,34.1.3,New code added in October 2024,,True,
9200B,Becker muscular dystrophy (BMD),34.1.0,,,True,
9201B,Saline suppression test,34.1.1,New code added in December 2021,,True,
9202F,Entamoeba histolytica PCR,34.4.0,New code added in February 2022,,True,
9203B,IgLON 5 (IGL5),34.3.0,New code added in February 2022,,True,
A8480,Transtympanic electro-cochleography,30.0.0,,,True,
AA609,Peripheral bone density measurement performed by physician,0.0.0,,,False,
AU001,Initial session with audiological testing,30.0.0,Narrative change from Initial consultation with audiological testing to Initial session with audiological testing in Mar 13,,True,"20210, 20220, AU006"
AU002,Follow up session with audiological testing,30.0.0,Follow consultation with audiological testing to Follow up session with audiological testing in Mar 14,,True,"20210, AU006"
AU003,Diagnostic speech audiometry,30.0.0,,,True,
AU004,Pitch match assessment,30.0.0,,,True,
AU005,Tympanometry (as sole procedure),30.0.0,,,True,AU006
AU006,Tympanometry - including reflex testing,30.0.0,,,True,"AU001, AU002, AU005, AU007"
AU007,Paediatric assessment (audiology and tympanometry),30.0.0,,,True,"20210, 20220, AU006"
AU008,Pure tone audiogram (air conduction) - including masking,30.0.0,,,False,
AU009,Pure tone audiogram (air and bone conduction) - including masking,30.0.0,,,False,
AU010,"Vestibular evoked EMG (VEMP, C - cervical or O - ocular)",30.0.0,,,True,
AU011,Auditory evoked potential,30.0.0,,,False,
AU012,Aided audiogram thresholds,30.0.0,,,True,
AU013,APD Screening,30.0.0,,,True,
AU014,Brainstem evoked response (BSER) testing,30.0.0,,,True,AU015
AU015,Brainstem evoked response (BSER) - infant hearing screen,30.0.0,,,True,AU014
AU016,Caloric testing (including ice water) (as sole procedure),30.0.0,,,True,AU017
AU017,Caloric testing (including ice water) with VNG,30.0.0,,,True,AU016
AU018,Electrocochleography,30.0.0,,,False,
AU019,Loudness discomfort levels,30.0.0,,,True,
AU020,Neural telemetry & integrity,30.0.0,,,False,
AU021,Otoacoustic emissions (OAE),30.0.0,,,True,
AU022,Speech & language assessment,30.0.0,,,True,
AU023,"Tinnitus match/mask & IHIB, LV",30.0.0,,,True,
AU024,Video head impulse testing vHIT goggles,30.0.0,,,True,
AU025,Computerised dynamic posturography,30.0.0,,,True,
AU026,Electronystagmography (ENG),30.0.0,,,True,
AU027,Cortical Evoked Response Audiometry,30.0.0,,,True,
AU028,Rotational chair testing - kinetics,30.0.0,New code added in January 2015,,True,
AU029,Initial session with vestibular testing,30.0.0,New code added in April 2018,,True,
AU030,Follow up session with vestibular testing,30.0.0,New code added in April 2018,,True,
C4520,Excision of lesion of cornea,32.1.0,,,False,A8480
C4520,Excision of lesion of cornea,32.3.0,,,False,A8480
C5180,Corneal scraping for culture,32.1.0,,,True,
C5180,Corneal scraping for culture,32.3.0,,,True,
C6920,Paracentesis,32.1.0,,,False,
C7910,Anterior vitrectomy,32.2.0,,,False,
C8440,Retinal examination under anaesthetic (including retinopexy if necessary),32.2.0,,,True,
C8650,Fluorescein angiography of eye (including ocular photography),32.1.0,,,True,
C8650,Fluorescein angiography of eye (including ocular photography),32.2.0,,,True,
C8651,Fundus autofluorescence imaging (as sole procedure),32.2.0,New code added in February 2022,,True,
C8652,Fundus or anterior segment ocular photography (as sole procedure),32.2.0,,,True,C8440
CD001,First pass cardiac angiogram,31.0.0,,,True,
CD002,Cardiac equilibrium blood pool scan,31.0.0,,,True,CD003
CD003,Cardiac equilibrium blood pool scan with stress (including stress test),31.0.0,,,True,CD002
CD004,Pacing check (single chamber pacemaker),31.0.0,,,True,"CD005, CD006, CD007, CD008, CD009"
CD005,Pacing check (dual chamber pacemaker),31.0.0,,,True,"CD004, CD006, CD007, CD008, CD009"
CD006,Biventricular pacing check (CRT-P),31.0.0,,,True,"CD004, CD005, CD007, CD008, CD009"
CD007,Single chamber implantable defibrillator pacing check,31.0.0,,,True,"CD004, CD005, CD006, CD008, CD009"
CD008,Dual chamber implantable defibrillator pacing check,31.0.0,,,True,"CD004, CD005, CD006, CD007, CD009"
CD009,Biventricular defibrillator check (CRT-D),31.0.0,,,True,"CD004, CD005, CD006, CD007, CD008"
CD010,Cardiac memo  (including recording and reporting),31.0.0,,,True,
CD011,Focused transoesophageal echocardiogram (as part of another procedure),31.0.0,,,False,
CD012,Multi Gated Acquisition Scan (MUGA) scan - Rest,31.0.0,,,True,CD013
CD013,Multi Gated Acquisition Scan (MUGA) scan - Exercise and Rest,31.0.0,,,True,CD012
CD014,Metabolic exercise testing (MET),31.0.0,,,True,
CD015,Stress echo +/- contrast - exercise,31.0.0,,,True,"20110, 64300"
CD016,Stress echo +/- contrast - pharmacologic,31.0.0,,,True,
CD017,24hr  blood pressure monitoring,31.0.0,,,True,
CD018,Implantable loop recorder check,31.0.0,,,True,
CD019,Bubble study with transthoracic echocardiogram,31.0.0,,,True,64300
CD020,Infant echocardiogram (including recording and reporting),31.0.0,,,True,CD021
CD021,Paediatric echocardiogram (including recording and reporting),31.0.0,,,True,CD020
CD022,Paediatric 7 day Holter monitor  (including reporting),31.0.0,,,True,
CD023,7 day Holter recording (including reporting),31.0.0,,,True,
CD025,Paediatric exercise ECG (including base line 12 lead ECG and reporting),31.0.0,,,True,
CD026,Paediatric 24 hour ECG Holter recording (including reporting),31.0.0,,,True,
CD027,Paediatric 72 hour ECG Holter recording (event recording) (including reporting),31.0.0,,,True,
CD028,Paediatric/Infant event recorder (including reporting),31.0.0,,,True,
CD029,Full transthoracic echocardiogram,31.0.0,,,True,
CD030,Wireless patch continuous 1 lead ECG recorder for up to 14 days,31.0.0,New code added in August 2015Narrative change from 'Zio patch monitor' to 'Wireless patch continuous 1 lead ECG recorder for up to 14 days' in September 2016,"For example, Zio XT patch",True,
CD031,Intracardiac echocardiogram,31.0.0,New code added in June 2016,,True,
CD032,Stress ECG with pharmaceutical agent (with reporting),31.0.0,New code added in September 2017,,True,
CD033,OCT for Cardiology,31.0.0,New code added in July 2018,,True,
CD034,Pacing check before and after MRI scan,31.0.0,New code added in June 2023,,True,
E2500,"Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery as sole procedure",35.0.0,"Narrative change from 'Diagnostic endoscopic examination of pharynx/larynx (including biopsy) (as sole procedure)' to 'Diagnostic endoscopic examination of pharynx/larynx +/- stroboscopy (including biopsy) (as sole procedure)' in June 2016. Narrative cange from Diagnostic nasolaryngopharyngoscopy (including biopsy) as sole procedure to Diagnostic nasolaryngopharyngoscopy (including biopsy) as sole procedure in August 2016. Narrative change from Diagnostic nasolaryngopharyngoscopy (including biopsy) as sole procedure to Diagnostic nasolaryngopharyngoscopy +/- biopsy, +/- cautery as sole procedure in January 2022",,True,
G2120,High resolution oesophageal manometry,35.0.0,,,True,
G2140,Oesophageal manometry,35.0.0,,,True,
G2180,Ambulatory 24h pH and impedance monitoring,35.0.0,,,True,
IM001,CT in-patient - 1 body part,36.3.0,,,True,
IM002,CT in-patient - 2 body parts,36.3.0,,,True,
IM003,CT in-patient - 3 body parts,36.3.0,,,True,
IM004,CT in-patient - 4 or more body parts,36.3.0,Narrative change from 'CT in-patient - 4 body parts' to 'CT in-patient - 4 or more body parts' in November 2014,,True,
IM005,Inclusive charges for out-patient CT scan - 1 body part,36.3.0,,,True,
IM006,Inclusive charges for out-patient CT scan - 2 body parts,36.3.0,,,True,
IM007,Inclusive charges for out-patient CT scan - 3 body parts,36.3.0,,,True,
IM008,Inclusive charges for out-patient CT scan - 4 or more body parts,36.3.0,Narrative change from 'Inclusive charges for out-patient CT scan - 4 body parts' to 'Inclusive charges for out-patient CT scan - 4 or more body parts' in November 2014,,True,
IM009,CT in-patient - 1 body part with contrast,36.3.0,,,True,
IM010,CT in-patient - 2 body parts  with contrast,36.3.0,,,True,
IM011,CT in-patient - 3 body parts with contrast,36.3.0,,,True,
IM012,CT in-patient - 4 or more body parts with contrast,36.3.0,Narrative change from 'CT in-patient - 4 body parts with contrast' to 'CT in-patient - 4 or more body parts with contrast' in November 2014,,True,
IM013,Inclusive charges for out-patient CT scan - 1 body part  with contrast,36.3.0,,,True,
IM014,Inclusive charges for out-patient CT scan - 2 body parts  with contrast,36.3.0,,,True,
IM015,Inclusive charges for out-patient CT scan - 3 body parts  with contrast,36.3.0,,,True,
IM016,Inclusive charges for out-patient CT scan - 4 or more body parts with contrast,36.3.0,Narrative change from 'Inclusive charges for out-patient CT scan - 4 body parts  with contrast' to 'Inclusive charges for out-patient CT scan - 4 or more body parts with contrast' in November 2014,,True,
IM017,CT of the coronary arteries (CTCA) as sole procedure,36.3.0,Narrative change from 'Computed tomography of the coronary arteries (CTCA)' to 'CT of the coronary arteries (CTCA)' in October 2014Narrative change from 'CT of the coronary arteries (CTCA)' to 'CT of the coronary arteries (CTCA) as sole procedure' in March 2017,,True,"IM024, IM364"
IM018,CT colonography (virtual colonoscopy),36.3.0,Narrative change from 'Computed tomographic (ct) colonography (virtual colonoscopy)' to 'CT colonography (virtual colonoscopy)' in October 2014,,True,
IM019,"CT Angiography (CTA) - 1 body part
",36.3.0,,,True,
IM020,"CT Angiography (CTA) - 2 body parts
",36.3.0,,,True,
IM021,CT Angiography (CTA) - 3 or more body parts,36.3.0,Narrative change from '' to 'CT Angiography (CTA) - 3 or more body parts' in November 2014,,True,
IM022,CT Arthrography,36.3.0,,,True,
IM023,Cone beam CT scan,36.10.0,,,True,
IM024,CT calcium scoring,36.3.0,,,True,IM017
IM025,Inclusive charges for in-patient MRI scan - 1 body part,36.6.0,,,True,
IM026,Inclusive charges for in-patient MRI scan - 2 body parts,36.6.0,,,True,
IM027,Inclusive charges for in-patient MRI scan - 3 body parts,36.6.0,,,True,
IM028,Inclusive charges for in-patient MRI scan - 4 or more body parts,36.6.0,Narrative change from 'Inclusive charges for in-patient MRI scan - 4 body parts' to 'Inclusive charges for in-patient MRI scan - 4 or more body parts' in November 2014,,True,
IM029,Inclusive charges for out-patient MRI scan - 1 body part,36.6.0,,,True,
IM030,Inclusive charges for out-patient MRI scan - 2 body parts,36.6.0,,,True,
IM031,Inclusive charges for out-patient MRI scan - 3 body parts,36.6.0,,,True,
IM032,Inclusive charges for out-patient MRI scan – 4 or more body parts,36.6.0,Narrative change from 'Inclusive charges for out-patient MRI scan - 4 body parts' to 'Inclusive charges for out-patient MRI scan – 4 or more body parts' in November 2014,,True,
IM033,Inclusive charges for MRI breast,36.6.0,,,True,
IM034,Inclusive charges for fMRI (functional MRI),36.6.0,,,True,
IM035,Inclusive charges for liver MRI,36.6.0,,,True,
IM036,Inclusive charges for MRI - mr arthrogram,36.6.0,,,True,
IM037,Inclusive charges for in-patient MRI scan - 1 body part with contrast,36.6.0,,,True,
IM038,Inclusive charges for in-patient MRI scan - 2 body parts  with contrast,36.6.0,,,True,
IM039,Inclusive charges for in-patient MRI scan - 3 body parts with contrast,36.6.0,,,True,
IM040,Inclusive charges for in-patient MRI scan - 4 or more body parts with contrast,36.6.0,Narrative change from 'Inclusive charges for in-patient MRI scan - 4 body parts with contrast' to 'Inclusive charges for in-patient MRI scan - 4 or more body parts with contrast' in November 2014,,True,
IM041,Inclusive charges for out-patient MRI scan - 1 body part with contrast,36.6.0,,,True,
IM042,Inclusive charges for out-patient MRI scan - 2 body parts  with contrast,36.6.0,,,True,
IM043,Inclusive charges for out-patient MRI scan - 3 body parts with contrast,36.6.0,,,True,
IM044,Inclusive charges for out-patient MRI scan - 4 or more body parts with contrast,36.6.0,Narrative change from 'Inclusive charges for out-patient MRI scan - 4 body parts with contrast' to 'Inclusive charges for out-patient MRI scan - 4 or more body parts with contrast' in November 2014,,True,
IM045,Inclusive charges for MRI breast with contrast,36.6.0,,,True,
IM046,Inclusive charges for fMRI (functional MRI) with contrast,36.6.0,,,True,
IM047,Inclusive charges for liver MRI with contrast,36.6.0,,,True,
IM048,Inclusive charges for MRI - mr arthrogram with contrast,36.6.0,,,True,
IM049,MRI Cardiac function stress with contrast,36.6.0,Code inactivated in November 2014,,False,
IM050,MRI Cardiac morphology function with contrast,36.6.0,,,True,
IM051,MRI Cardiac morphology function stress,36.6.0,Code inactivated in November 2014,,False,
IM052,MRI Cardiac morphology function,36.6.0,Code inactivated in November 2014Code inactivated in November 2014,,False,
IM053,MRI Defaecating Proctogram,36.6.0,,,True,
IM054,MRI Enteroclysis,36.6.0,,,True,
IM055,Multiparametric MRI of prostate,36.6.0,,,True,
IM056,PET Scan Local,36.7.0,,,True,
IM057,PET Scan Brain,36.7.0,,,True,
IM058,PET Scan Cardiac rest,36.7.0,,,True,
IM059,PET Scan Cardiac stress,36.7.0,,,True,
IM060,PET Scan Whole Body,36.7.0,,,True,
IM061,PET/CT Scan Local,36.8.0,,,True,
IM062,PET/CT Scan Brain,36.8.0,,,True,
IM063,PET/CT scan with Rubidium (including stress & rest) test,36.8.0,Narrative change from 'PET/CT Scan Cardiac rest' to 'PET/CT scan with Rubidium (including stress & rest) test  ' in September 2017,,True,
IM064,PET/CT Scan Cardiac stress,36.8.0,Code inactivated in September 2017,,False,
IM065,PET/CT Scan Whole Body,36.8.0,,,True,
IM066,Magnetic resonance angiography (MRA) - 1 body part,36.6.0,Narrative change from Magnetic resonance angiography - 1 body part to ?IM066 Magnetic resonance angiography (MRA) - 1 body part in Aug 14,,True,
IM067,Magnetic resonance angiography (MRA) - 2 body parts,36.6.0,Narrative change from Magnetic resonance angiography - 2 body parts to ?Magnetic resonance angiography (MRA) - 2 body parts  in Aug 14,,True,
IM068,Magnetic resonance angiography (MRA) - 3 body parts,36.6.0,Narrative change from Magnetic resonance angiography - 3 body parts to Magnetic resonance angiography (MRA) - 3 body parts in Aug 2014,,True,
IM069,Barium enema,36.2.0,,,True,
IM070,Barium follow through,36.2.0,,,True,
IM071,Barium meal,36.2.0,,,True,
IM072,Barium meal and follow through,36.2.0,,,True,
IM073,Barium small bowel enema,36.2.0,,,True,
IM074,Barium small bowel meal,36.2.0,,,True,
IM075,Barium swallow,36.2.0,,,True,
IM076,Barium swallow and meal,36.2.0,,,True,
IM077,Bone densitometry DXA,36.1.0,,,True,
IM078,Brain Dopamine transporter study (DaTscan),36.5.0,Narrative change from Brain Dopamine transporter study to Brain Dopamine transporter study (DaTscan) in July 2014,,True,
IM079,Breast pneumocystogram (including bilateral),36.2.0,,,True,
IM080,Bronchogram,36.2.0,,,True,
IM081,Bursogram iliopsoas (including bilateral),36.2.0,,,True,
IM083,Cystogram,36.2.0,,,True,
IM084,Dacrocystogram (including bilateral),36.2.0,,,True,
IM085,Discogram cervical,36.2.0,,,True,
IM086,Discogram lumbar,36.2.0,,,True,
IM087,Duodenogram,36.2.0,,,True,
IM088,Fistulogram,36.2.0,,,True,
IM089,Genitogram,36.2.0,,,True,
IM090,Herniogram,36.2.0,,,True,
IM091,Hysterosalpingogram,36.2.0,,,True,
IM092,Ileal conduitogram,36.2.0,,,True,
IM093,Intracardiac echocardiography complex congenital,36.9.0,,,True,
IM094,Linogram/Tubogram,36.2.0,,,True,
IM095,Loopogram,36.2.0,,,True,
IM096,Lymphangiogram,36.2.0,,,True,
IM097,Micturating cystourethrogram,36.2.0,,,True,
IM098,Magnetic resonance cholangiopancreatography (MRCP),36.6.0,,,True,
IM099,Nephrostogram,36.2.0,,,True,
IM100,Nephrostogram Both,36.2.0,,,True,
IM101,NM Amyloid study,36.5.0,,,True,
IM102,NM Bile acid absorption study,36.5.0,,,True,
IM103,NM Biliary patency study,36.5.0,,,True,
IM104,NM Blood pool scan,36.5.0,,,True,
IM105,NM Bone Scan SPECT,36.5.0,,,True,
IM106,NM Bone Scan SPECT CT,36.5.0,,,True,
IM107,NM Bone Scan,36.5.0,,,True,
IM108,NM Brain perfusion imaging,36.5.0,,,False,
IM109,NM Brain perfusion imaging SPECT,36.5.0,,,True,
IM110,NM Brain perfusion imaging SPECT CT,36.5.0,,,True,
IM111,NM Breast scintimammogram SPECT,36.5.0,,,True,
IM112,NM Breast scintimammogram SPECT CT,36.5.0,,,True,
IM113,NM Card ventriculography rest SPECT CT,36.5.0,,,False,
IM114,NM Card ventriculography stress SPECT CT,36.5.0,,,False,
IM115,NM Cardiac first pass angiogram,36.5.0,,,True,
IM116,NM Cardiac iodine 123 MIBG scan,36.5.0,,,True,
IM117,NM Cardiac iodine 123 MIBG SPECT,36.5.0,,,True,
IM118,NM Cardiac iodine 123 MIBG SPECT CT,36.5.0,,,True,
IM119,NM Cardiac ventriculography rest,36.5.0,,,True,
IM120,NM Cardiac ventriculography rest SPECT,36.5.0,,,False,
IM121,NM Cardiac ventriculography stress,36.5.0,,,True,
IM122,NM Cardiac ventriculography stress SPECT,36.5.0,,,False,
IM123,NM CEA scan whole body,36.5.0,,,True,
IM124,NM Colon transit study,36.5.0,,,True,
IM125,NM CT attenuation correction,36.5.0,,,False,
IM126,NM Defaecating proctogram,36.5.0,,,True,
IM127,NM Faecal occult blood loss,36.5.0,,,True,
IM128,NM Gallium scan SPECT,36.5.0,,,True,
IM129,NM Gallium scan SPECT CT,36.5.0,,,True,
IM130,NM Gallium scan whole body,36.5.0,,,True,
IM131,NM Gastric emptying study dual,36.5.0,,,True,
IM132,NM Gastrointestinal bleed scan,36.5.0,,,True,
IM133,NM Gastrooesphageal reflux scan,36.5.0,,,False,
IM134,NM GFR estimation 1 sample,36.5.0,,,True,
IM135,NM GFR estimation 2 samples,36.5.0,,,True,
IM136,NM GFR estimation 3 samples,36.5.0,,,True,
IM137,NM GI permeability oral Cr 51 EDTA,36.5.0,,,True,
IM138,NM Gut absorption study,36.5.0,,,True,
IM139,NM Hepatic haemangioma imaging SPECT,36.5.0,,,True,
IM140,NM Hepatic haemangioma SPECT CT,36.5.0,,,True,
IM141,NM Hepatobiliary study,36.5.0,,,False,
IM142,NM HIG 24 Hr whole body,36.5.0,,,True,
IM143,NM I131 thyroid Radioth planning scan,36.5.0,,,True,
IM144,NM Indium 111 antibody diagnostic study,36.5.0,,,True,
IM145,NM Iodine 123 whole body,36.5.0,,,True,
IM146,NM Iodine 123 whole body SPECT,36.5.0,,,True,
IM147,NM Iodine 123 whole body SPECT CT,36.5.0,,,True,
IM148,NM Iodine 131 whole body,36.5.0,,,True,
IM149,NM Iodine 131 whole body SPECT,36.5.0,,,True,
IM150,NM Iodine 131 whole body SPECT CT,36.5.0,,,True,
IM151,NM Iodocholesterol adrenal study,36.5.0,,,True,
IM152,NM Iron metabolism study,36.5.0,,,True,
IM153,NM Joint study,36.5.0,,,False,
IM154,NM Lacrimal scintidacrocystogram,36.5.0,,,True,
IM155,NM Liquid gastric emptying study,36.5.0,,,True,
IM156,NM Liver and spleen,36.5.0,,,True,
IM157,NM Liver and spleen SPECT CT,36.5.0,,,True,
IM158,NM Lu177 somatostatin analogue scan,36.5.0,,,True,
IM159,NM Lung mucociliary clearance,36.5.0,,,True,
IM160,NM Lung perfusion SPECT,36.5.0,,,True,
IM161,NM Lung perfusion SPECT CT,36.5.0,,,True,
IM162,NM Lung permeability study,36.5.0,,,True,
IM163,NM Lung SPECT,36.5.0,,,True,
IM164,NM Lung SPECT CT,36.5.0,,,True,
IM165,NM Lung ventilation perfusion SPECT,36.5.0,,,True,
IM166,NM Lung ventilation scan V,36.5.0,,,True,
IM167,NM Lung ventilation SPECT,36.5.0,,,True,
IM168,NM Lung ventilation SPECT CT,36.5.0,,,True,
IM169,NM Lymphoscintigram,36.5.0,,,True,
IM170,NM Macroaggregate albumin WB Lt Rt shunt,36.5.0,,,True,
IM171,NM MCUG direct,36.5.0,,,False,
IM172,NM MCUG indirect,36.5.0,,,True,
IM173,NM Meckels scan,36.5.0,,,True,
IM174,NM Medullary thyroid Ca DMSA,36.5.0,,,True,
IM175,NM MIBG Iodine 123 scan whole body,36.5.0,,,True,
IM176,NM MIBG iodine 123 SPECT CT,36.5.0,,,True,
IM177,NM MIBG Iodine 123 with SPECT,36.5.0,,,True,
IM178,NM MIBG Iodine 131 scan whole body,36.5.0,,,True,
IM179,NM MIBG iodine 131 SPECT CT,36.5.0,,,True,
IM180,NM MIBG Iodine 131 with SPECT,36.5.0,,,True,
IM181,NM Myocardial Perfusion Scan exercise stress study,36.5.0,,,True,
IM182,"NM myocardial perfusion scan MIBI (rest, stress, rest-gated, stress-gated)",36.5.0,"Narrative change from NM Myocardial Perfusion Scan MIBI rest to NM myocardial perfusion scan MIBI (rest, stress, rest-gated, stress-gated) in April 14",,True,
IM183,NM Myocardial Perfusion Scan MIBI rest gated,36.5.0,,,False,
IM184,NM Myocardial Perfusion Scan MIBI stress,36.5.0,,,False,
IM185,NM Myocardial Perfusion Scan MIBI stress gated,36.5.0,,,False,
IM186,"NM myocardial perfusion scan Tf (rest, stress, rest-gated, stress-gated)",36.5.0,"Narrative change from NM Myocardial Perfusion Scan Tf rest to NM myocardial perfusion scan Tf (rest, stress, rest-gated, stress-gated) in April 14",,True,
IM187,NM Myocardial Perfusion Scan Tf rest gated,36.5.0,,,False,
IM188,NM Myocardial Perfusion Scan Tf stress,36.5.0,,,False,
IM189,NM Myocardial Perfusion Scan Tf stress gated,36.5.0,,,False,
IM190,NM Nasal mucociliary clearance,36.5.0,,,True,
IM191,NM Octreotide scan,36.5.0,,,True,
IM192,NM Octreotide scan SPECT CT,36.5.0,,,True,
IM193,NM Octreotide scan whole body,36.5.0,,,True,
IM194,NM Octreotide scan with SPECT,36.5.0,,,True,
IM195,NM Oesophageal isotope transit study,36.5.0,,,True,
IM196,NM Parathyroid MIBI,36.5.0,,,True,
IM197,NM Parathyroid scan SPECT,36.5.0,,,True,
IM198,NM Parathyroid scan SPECT CT,36.5.0,,,True,
IM199,NM Peritoneoscrotography,36.5.0,,,True,
IM200,NM Protein losing enteropathy study,36.5.0,,,True,
IM201,NM Radionuclide pulmonary Asp study,36.5.0,,,True,
IM202,NM Radionuclide SeHCAT bile study,36.5.0,,,True,
IM203,NM Red cell mass and plasma volume,36.5.0,,,True,
IM204,NM Red cell study,36.5.0,,,True,
IM205,NM Renal DMSA,36.5.0,,,True,
IM206,NM Renal DMSA SPECT CT,36.5.0,,,False,
IM207,NM Renal DMSA with SPECT,36.5.0,,,False,
IM208,NM Renogram,36.5.0,,,True,
IM209,NM Sacroiliac scan,36.5.0,,,True,
IM210,NM Salivary glands scintisialogram,36.5.0,,,True,
IM211,NM Scan cardiac shunt study,36.5.0,,,True,
IM212,NM Sentinel lymph node SPECT,36.5.0,,,True,
IM213,NM Sentinel lymph node SPECT CT,36.5.0,,,True,
IM214,NM Small bowel transit study,36.5.0,,,True,
IM215,NM Solid gastric emptying study,36.5.0,,,True,
IM216,NM Spleen scan,36.5.0,,,True,
IM217,NM Tc99m antibody diagnostic study,36.5.0,,,True,
IM218,NM Testicular scan,36.5.0,,,True,
IM219,NM Thorax depreotide scan,36.5.0,,,True,
IM220,NM Thyroid I123 perchlorate discharge,36.5.0,,,True,
IM221,NM Thyroid scan Iodine 123,36.5.0,,,True,
IM222,NM Thyroid scan Iodine 123 with uptake,36.5.0,,,True,
IM223,NM Thyroid scan Iodine 131,36.5.0,,,True,
IM224,NM Thyroid scan Iodine 131 with uptake,36.5.0,,,True,
IM225,NM Thyroid Scan pertechnetate,36.5.0,,,True,
IM226,NM Thyroid Scan with uptake Technetium,36.5.0,,,True,
IM227,NM Tumour imaging planar,36.5.0,,,True,
IM228,NM Tumour imaging SPECT,36.5.0,,,True,
IM229,NM Tumour imaging SPECT CT,36.5.0,,,True,
IM230,NM Tumour imaging whole body,36.5.0,,,True,
IM231,NM Varicocele,36.5.0,,,True,
IM232,NM White cell Fab scan,36.5.0,,,True,
IM233,NM White cell Fab SPECT,36.5.0,,,True,
IM234,NM White cell FAB SPECT CT,36.5.0,,,True,
IM235,NM White cell HMPAO SPECT,36.5.0,,,True,
IM236,NM White cell HMPAO SPECT CT,36.5.0,,,True,
IM237,NM White cell HMPAO whole body,36.5.0,,,True,
IM238,NM White cell Indium 111 scan,36.5.0,,,True,
IM239,NM White cell Indium 111 scan SPECT,36.5.0,,,True,
IM240,NM White cell indium 111 scan SPECT CT,36.5.0,,,True,
IM241,NM Y90 somatostatin analogue scan,36.5.0,,,True,
IM244,Oral cholecystogram,36.2.0,,,True,
IM245,Orthotrans multidirectional tomogram,36.10.0,,,True,
IM246,Phase contrast angio heart complex congen anomaly,36.6.0,,,False,
IM247,Phase contrast cerebral venous sinus pressure,36.6.0,,,False,
