Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
V4081,Anterolateral access with instrumentation +/- decompression +/- discectomy (including graf stabilisation and all fusion approaches) - lumbar region (3 or more levels) including spinal cord monitoring,3.1.3,"New code added in December 2014Narrative change from 'Anterolateral access with instrumentation +/- decompression +/- discectomy (including graf stabilisation and all fusion approaches) - lumbar region (3 or more levels)' to 'Anterolateral access with instrumentation +/- decompression +/- discectomy (including graf stabilisation and all fusion approaches) - lumbar region (3 or more levels) including spinal cord monitoring
' in April 2020",,TRUE,"22026, V3340"
V4100,"Posterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring)",3.1.4,"Narrative change from Posterior correction of idiopathic juvenile scoliosis with instrumentation and fusion including spinal cord monitoring to Posterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring) in June 2013",,TRUE,"22026, 22026, 22027, T0110, T0212, V3350, V3362, V4000, V4010, V4120, V4122, V4280, V4302, V4451, V4452, V4453, V4742, V4900"
V4110,"Correction of idiopathic juvenile scoliosis with insertion of spinal magnetic growth rods, +/-fusion (including spinal cord monitoring)",3.1.0,,,TRUE,
V4120,"Anterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring) (Excluding vertebral body tethering VBT)",3.1.4,"Narrative change from Anterior correction of idiopathic juvenile scoliosis with instrumentation and fusion including spinal cord monitoring to Anterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring)Narrative change from 'Anterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring)' to 'Anterior correction of idiopathic juvenile scoliosis with instrumentation, +/-fusion (including spinal cord monitoring) (Excluding vertebral body tethering VBT)' in February 2022",,TRUE,"22026, 22026, 22027, T0110, T0212, V3345, V3362, V4000, V4010, V4100, V4122, V4280, V4451, V4452, V4453, V4742, V4900"
V4121,Anterior correction of idiopathic scoliosis using vertebral body tethering (VBT) (including spinal cord monitoring),3.1.4,New code added in February 2022,,TRUE,
V4122,"Anterior correction of idiopathic juvenile kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",3.1.4,"Narrative change from Anterior correction of idiopathic juvenile kyphosis with instrumentation and fusion (including spinal cord monitoring) to Anterior correction of idiopathic juvenile kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",,TRUE,"22026, 22026, 22027, V2400, V2402, V3345, V3362, V4000, V4010, V4100, V4120, V4122, V4451, V4452, V4453, V4742, V4900"
V4125,Removal of spinal magnetic growth rods and definitive instrumented spinal fusion (including spinal cord monitoring),3.1.4,New code added in December 2021,,TRUE,22026
V4130,Removal of correctional instrumentation from spine,3.1.3,,,FALSE,
V4140,Removal of posterior spinal implant,3.1.3,,,TRUE,"V4740, V4900"
V4142,Removal of posterior scoliosis instrumentation (as sole procedure),3.1.4,Replacement for the previous code: V4130 Removal of correctional instrument from spine,,TRUE,"V4280, V4451, V4452, V4453"
V4150,"Anterior correction of degenerative adult kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",3.1.4,"Narrative change from Anterior correction of degenerative adult kyphosis with instrumentation and fusion (including spinal cord monitoring) to Anterior correction of degenerative adult kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",,TRUE,"22026, 22026, 22027, V2400, V2402, V3345, V4160, V4280, V4451, V4452, V4453, V4742, V4900"
V4160,"Posterior correction of degenerative adult kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",3.1.4,"Narrative change from Posterior correction of degenerative adult kyphosis with instrumentation and fusion (including spinal cord monitoring) to Posterior correction of degenerative adult kyphosis with instrumentation, +/-fusion (including spinal cord monitoring)",,TRUE,"22026, 22027, V2400, V2402, V3362, V4000, V4150, V4451, V4452, V4453, V4742, V4900"
V4170,Distraction of traditional spinal growing rods for idiopathic juvenile Scoliosis including spinal cord monitoring and imaging,3.1.4,New code added in November 2021,,TRUE,22026
V4180,Distraction of spinal magnetic growth rods for idiopathic juvenile scoliosis,3.1.0,,,TRUE,
V4280,Correction of adult degenerative or adult idiopathic scoliosis including decompression +/- fusion (including spinal cord monitoring),3.1.4,Narrative change from 'Correction of degenerative scoliosis including decompression +/- fusion' to 'Correction of degenerative scoliosis including decompression +/- fusion (including spinal cord monitoring)' in August 2016Narrative change from 'Correction of degenerative scoliosis including decompression +/- fusion (including spinal cord monitoring)' to 'Correction of adult degenerative or adult idiopathic scoliosis including decompression +/- fusion (including spinal cord monitoring)' in June 2017,,TRUE,"22026, 22027, V2400, V2430, V2500, V2501, V2560, V2562, V2652, V3362, V4000, V4100, V4120, V4142, V4150, V4300, V4302, V4451, V4452, V4453, V4742, V4900"
V4282,Revision correction of adult degenerative or adult idiopathic scoliosis including decompression +/- fusion (including spinal cord monitoring),3.1.4,New code added in April 2022,,TRUE,22026
V4300,Anterior vertebrectomy with decompression and implant,3.1.4,,,TRUE,"V3345, V4280, V4740, V4742, V4900, V5488"
V4302,Combined anterior vertebrectomy with posterior fusion and instrumentation,3.1.4,,,TRUE,"V3345, V4100, V4280, V4740, V4742, V4900, V5488"
V4310,"Vertebral corpectomy,discectomy, decompression and fusion (including bone grafting)",3.0.0,New code added in August 2016,,TRUE,
V4451,Balloon kyphoplasty - single level,3.1.4,"Replacements of inactivated codes: XR542 Balloon kyphoplasty for vertebral compression fractures - single level, XR543 Balloon kyphoplasty for vertebral compression fractures - multiple levels",,TRUE,"V3350, V3362, V4000, V4010, V4100, V4120, V4122, V4142, V4150, V4160, V4280, V4452, V4453"
V4452,Balloon kyphoplasty - two levels,3.1.4,"Replacements of inactivated codes: XR542 Balloon kyphoplasty for vertebral compression fractures - single level, XR543 Balloon kyphoplasty for vertebral compression fractures - multiple levels",,TRUE,"V3350, V3362, V4000, V4010, V4100, V4120, V4122, V4142, V4150, V4160, V4280, V4451, V4453"
V4453,Balloon kyphoplasty - greater than two levels,3.1.4,"Replacements of inactivated codes: XR542 Balloon kyphoplasty for vertebral compression fractures - single level, XR543 Balloon kyphoplasty for vertebral compression fractures - multiple levels",,TRUE,"V3350, V3362, V4000, V4010, V4100, V4120, V4122, V4142, V4150, V4160, V4280, V4451, V4452"
V4740,Image guided percutaneous spinal biopsy,3.1.3,?Narrative change from Percutaneous spinal biopsy (CT controlled) to Image guided percutaneous spinal biopsy in Aug 14,,TRUE,"S4230, V2200, V2201, V2282, V2283, V2300, V2400, V2402, V2430, V2500, V2501, V2510, V2540, V2541, V2542, V2543, V2544, V2546, V2560, V2562, V2570, V2652, V2660, V2680, V2900, V2901, V2902, V2980, V2990, V3102, V3120, V3122, V3140, V3181, V3300, V3340, V3341, V3350, V3362, V3380, V3381, V3472, V3720, V3721, V4140, V4300, V4302, V4742, V4900, V5210, V5230, V5482, W0660"
V4742,Spinal endoscopy,3.1.3,?Narrative change from Spinal endoscopy or percutaneous spinal biopsy (Fluroscopy controlled) to Spinal endoscopy in Aug 14,,TRUE,"V2200, V2201, V2282, V2283, V2300, V2400, V2402, V2430, V2500, V2501, V2510, V2540, V2541, V2542, V2543, V2544, V2546, V2560, V2562, V2570, V2652, V2660, V2680, V2900, V2901, V2902, V2950, V2951, V2980, V3100, V3102, V3120, V3122, V3140, V3181, V3300, V3340, V3341, V3350, V3362, V3380, V3381, V3472, V3720, V3721, V4000, V4010, V4100, V4120, V4122, V4150, V4160, V4280, V4300, V4302, V4740, V4900, V5210, V5230, V5482, W0660"
V4800,Injection around apophyseal facet(s) of vertebrae,1.2.0,,,FALSE,"V5230, W9040"
V4900,Open biopsy of lesion of spine where no other operative procedure on the spine is performed,3.1.3,"Reinstated code, description change from Exploration of spine including biopsy",,TRUE,"V2200, V2201, V2282, V2283, V2300, V2400, V2402, V2430, V2500, V2501, V2510, V2540, V2541, V2542, V2543, V2544, V2546, V2560, V2562, V2570, V2652, V2660, V2680, V2900, V2901, V2902, V2950, V2951, V2980, V2990, V3100, V3102, V3120, V3122, V3140, V3181, V3300, V3340, V3341, V3350, V3362, V3380, V3381, V3472, V3720, V3721, V4000, V4010, V4100, V4120, V4122, V4140, V4150, V4160, V4280, V4300, V4302, V4740, V4742, V5002, V5210, V5230, V5482, W0660"
V4980,Excision of intramedullary tumour,3.2.0,,,TRUE,
V5002,Manipulation of spine under GA/IV sedation (as sole procedure),3.1.3,"This code has been split, previously: V5000 Manipulation of spine",,TRUE,"A5210, A5211, V4900, V5003, X3510"
V5003,Manipulation of spine without GA/IV sedation (as sole procedure),3.1.3,"This code has been split, previously: V5000 Manipulation of spine",,TRUE,"A5200, A5210, A5211, A5220, V5002, X3510"
V5210,Chemonucleolysis (multiple levels),3.1.3,Description changed from Chemonucleolysis,,TRUE,"V4740, V4742, V4900, XR500"
V5230,Discogram/Diagnostic intervertebral disc injection under X-ray control,3.1.3,,,TRUE,"V2200, V2201, V2282, V2283, V2300, V2400, V2402, V2430, V2500, V2501, V2510, V2540, V2541, V2542, V2543, V2544, V2546, V2560, V2562, V2570, V2652, V2660, V2680, V2900, V2901, V2902, V2950, V2951, V2980, V3100, V3102, V3120, V3122, V3140, V3181, V3300, V3340, V3341, V3350, V3362, V3380, V3381, V3472, V3720, V3721, V4740, V4742, V4800, V4900, XR500"
V5240,Injection of radiopaque gelified ethanol for herniated discs,17.8.0,New code added in August 2019,,TRUE,
V5250,Radiofrequency lesioning of intervertebral disc under X-ray control,3.8.0,,,TRUE,
V5260,Myelogram,3.8.0,,,TRUE,
V5270,Digital Subtraction myelogram/myelography (DSM),3.8.0,New code added in June 2023,,TRUE,
V5280,Dynamic CT myelogram,3.8.0,New code added in October 2023Code inactivated in October 2023,,FALSE,
V5281,Dynamic CT myelogram,35.0.0,New code added in October 2023,,TRUE,
V5282,Intradiscal Electrothermal Therapy (IDET),3.8.0,,,TRUE,
V5482,Dynamic spine stabilisation procedure,3.1.3,,,FALSE,"V4740, V4742, V4900"
V5484,Interspinous dynamic stabilisation procedure,3.8.0,Description changed from Interspinous process distraction system (X Stop Device)Narrative change from 'Interspinous dynamic stabilisation procedure (eg X STOP)' to 'Interspinous dynamic stabilisation procedure' in November 2014,,TRUE,"V5485, V5486, V5487, V5488"
V5485,Spinal dynamic stabilisation devices (Interspinous ligament devices),3.8.0,,,FALSE,"V5484, V5486, V5487"
V5486,Pedicle based dynamic soft stabilisation procedure (eg Graf ligament),3.8.0,,,TRUE,"V5484, V5485, V5487, V5488"
V5487,Pedicle based dynamic semi-rigid stabilisation procedure (eg AccuFlex),3.8.0,,,TRUE,"V5484, V5485, V5486, V5488"
V5488,Total facet replacement procedure,3.1.0,,,TRUE,"V4300, V4302, V5484, V5486, V5487"
V6070,Thoracic outlet decompression surgery (as sole procedure),8.2.0,New code added in December 2021Narrative change from 'Thoracic outlet decompression surgery ' to 'Thoracic outlet decompression surgery (as sole procedure)' in August 2022,,TRUE,
V6080,Percutaneous disc decompression using coblation,3.8.0,,,TRUE,"V2200, V2201, V2300, V2400, V2402, V2430, V2560, V2562"
W0110,Toe to hand transfer (as sole procedure) (including closure of secondary defect),16.6.2,,,TRUE,
W0120,Pollicisation of finger for thumb reconstruction,16.6.2,,,TRUE,
W0180,Repair of finger tip injury following avulsion with flap,16.6.3,now covered by new flap codes within Chapter 15,,FALSE,
W0230,Soft tissue procedures on joints of hand including synovectomy,16.6.3,refer to existing alternative codes,,FALSE,
W0282,Total excision of trapezium,16.6.1,"Split into three new codes, previously: W0600 Total excision of bone with prosthetic replacement/ reconstruction, e.g. Trapezium",,TRUE,"A7350, W0283, W0284"
W0283,Total excision of trapezium with spacer,16.6.1,"Split into three new codes, previously: W0600 Total excision of bone with prosthetic replacement/ reconstruction, e.g. Trapezium",,TRUE,"W0282, W0284"
W0284,Total excision of trapezium and ligament reconstruction,16.6.1,"Split into three new codes, previously: W0600 Total excision of bone with prosthetic replacement/ reconstruction, e.g. Trapezium",,TRUE,"W0282, W0283"
W0285,Trapezio-metacarpal joint surface replacement,16.6.1,,,TRUE,"W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W0300,"Multiple procedures on forefoot, distal to and including the tarsometatarsal joint, which involves at least two distinct procedures not intrinsic to each other - unilateral",16.11.3,"Description changed from Multiple joint procedures on forefootNarrative change from 'Multiple procedures on forefoot, distal to and including the tarsometatarsal joints, which involves at least two distinct procedures not intrinsic to each other' to 'Multiple procedures on forefoot, distal to and including the tarsometatarsal joint, which involves at least two distinct procedures not intrinsic to each other - unilateral' in April 2024",,TRUE,"A7350, A7352, S5210, T6460, T6461, T6462, T6910, T7050, W0310, W0321, W0322, W0330, W0390, W0860, W1040, W1590, W2830, W5940, W5980, W7900, W7921, W7922, W7980, W9040, X4810, X4822"
W0310,"Multiple procedures on forefoot, distal to and including the tarsometatarsal joints, which involves at least two distinct procedures not intrinsic to each other - bilateral",16.11.3,Description changed from Multiple joint procedures on forefoot - bilateral,,TRUE,"A7350, A7352, S5210, T6460, T6461, T6462, T6910, T7050, W0300, W0321, W0322, W0330, W0380, W0390, W0860, W0861, W1040, W1590, W5940, W5980, W7900, W7921, W7922, W7980, W9040, X4810, X4822"
W0321,Osteotomies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - unilateral,16.11.4,Narrative change from 'Osteotomy/ies (eg Scarf and Akin) for Hallux Valgus correction with or without internal fixation and soft tissue correction' to 'Osteotomies (eg scarf and akin) for hallux valgus correction with or without internal fixation and soft tissue correction' in February 2023Narrative change from 'Osteotomies (eg scarf and akin) for hallux valgus correction with or without internal fixation and soft tissue correction' to 'Osteotomies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - unilateral' in April 2024Narrative change from 'Osteotomies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - unilateral' to 'Osteotomies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - unilateral' in April 2024,,TRUE,"A7350, S5210, W0300, W0310, W0322, W0330, W0380, W0390, W0850, W0860, W0861, W1040, W3100, W3510, W5700, W5701, W5710, W5780, W7900, W7921, W7921, W7922, W7980, W9040, W9240, X4810, X4822"
W0322,Osteotomies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - bilateral,16.11.4,Narrative change from 'Osteotomy/ies (eg Scarf and Akin) for Hallux Valgus correction with or without internal fixation and soft tissue correction - bilateral' to 'Osteotomies (eg scarf and akin) for hallux valgus correction with or without internal fixation and soft tissue correction – bilateral' in February 2023Narrative change from 'Osteotomies (eg scarf and akin) for hallux valgus correction with or without internal fixation and soft tissue correction – bilateral' to 'Osteotomies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - bilateral' in April 2024Narrative change from 'Osteotomies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - bilateral' to 'Osteotomies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - bilateral' in April 2024,,TRUE,"A7350, S5210, W0300, W0310, W0321, W0330, W0380, W0390, W0850, W0860, W0861, W1040, W3100, W3510, W5700, W5701, W5710, W5780, W7900, W7921, W7922, W7980, W9040, W9240, X4810, X4822"
W0323,Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - unilateral,16.11.4,New code added in September 2021Narrative change from 'Revision of osteotomy/ies (eg Scarf and Akin) for Hallux Valgus correction with or without internal fixation and soft tissue correction ' to 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - unilateral' in April 2024Narrative change from 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - unilateral' to 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - unilateral' in April 2024,,TRUE,W0324
W0324,Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - bilateral,16.11.4,New code added in October 2021Narrative change from 'Revision of osteotomy/ies (eg Scarf and Akin) for Hallux Valgus correction with or without internal fixation and soft tissue correction - bilateral' to 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - bilateral' in April 2024Narrative change from 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction with or without +/- internal fixation and +/- soft tissue correction - bilateral' to 'Revision of osteotomy/ies (eg Scarf and Akin) for hallux valgus correction +/- internal fixation +/- soft tissue correction - bilateral' in April 2024,,TRUE,W0323
W0330,Fusion of first metatarsophalangeal joint - unilateral,16.11.4,Narrative change from 'Fusion of first metatarso-phalangeal joint' to 'Fusion of first metatarsophalangeal joint - unilateral' in April 2024,,TRUE,"W0300, W0310, W0321, W0322, W0380, W0390, W3620, W3622, W5700, W5701, W5710, W5780, W5940, W7922, W7980, X4810, X4822"
W0380,Fusion of first metatarsophalangeal joint - bilateral,16.11.4,Narrative change from 'Fusion of first metatarso-phalangeal joint - bilateral' to 'Fusion of first metatarsophalangeal joint - bilateral' in April 2024,,TRUE,"W0310, W0321, W0322, W0330, W0390, W3620, W3622, W5980, W7921, W7922, X4810, X4822"
W0390,Inter articular resurfacing arthroplasty with implant of metatarsophalangeal joint,16.11.4,Narrative change from 'MTP I Joint (metatarsophalangeal joint inter) resurfacing arthroplasty with implant (eg Salu-Cartilage)' to 'MTP I Joint (metatarsophalangeal joint inter) resurfacing arthroplasty with implant ' in October 2018Narrative change from 'MTP I Joint (metatarsophalangeal joint inter) resurfacing arthroplasty with implant ' to 'Inter articular resurfacing arthroplasty with implant of metatarsophalangeal joint' in April 2024,,TRUE,"W0300, W0310, W0321, W0322, W0330, W0380, W0860, W3620, W3622, W5700, W5701, W5710, W5780, W7921, W7922"
W0420,Triple fusion of joints of hindfoot without autogenous graft,16.11.2,"Split into two new codes, to describe whether graft performed, previously: W0420 Triple fusion of joints of hindfoot",,TRUE,"W0422, W3100, X4810, X4822"
W0422,Triple fusion of joints of hindfoot with autogenous graft,16.11.2,"Split into two new codes, to describe whether graft performed, previously: W0420 Triple fusion of joints of hindfoot",,TRUE,"W0420, W3100, X4810, X4822"
W0432,Isolated subtalar fusion or midfoot fusion with autogenous graft,16.11.2,Undertaken in cases of deformity or painful arthritis in adultsNarrative change from 'Isolated subtalar fusion or mid foot fusion with autogenous graft (adult)' to 'Isolated subtalar fusion or midfoot fusion with autogenous graft (adult)' in April 2024Narrative change from 'Isolated subtalar fusion or midfoot fusion with autogenous graft (adult)' to 'Isolated subtalar fusion or midfoot fusion with autogenous graft ' in April 2024,,TRUE,"W0434, W3100, X4810, X4822"
W0434,Isolated subtalar fusion or midfoot fusion without autogenous graft,16.11.2,Narrative change from 'Isolated subtalar fusion or mid foot fusion without autogenous graft (adult)' to 'Isolated subtalar fusion or midfoot fusion without autogenous graft (adult)' in April 2024Narrative change from 'Isolated subtalar fusion or midfoot fusion without autogenous graft (adult)' to 'Isolated subtalar fusion or midfoot fusion without autogenous graft ' in April 2024,,TRUE,"W0432, W3100, X4810, X4822"
W0450,"Closing wedge osteotomy/translation of calcaneal spur, including internal fixation",16.11.6,,,FALSE,
W0460,Complex procedure to mid foot or hindfoot without autogenous bone graft (osteotomy/fusion +/- tendon transfers),16.11.2,,,TRUE,"T6580, T6980, W0462, W0463, W0464, W1040, W3100, W8640, W8646, W9030, W9035, W9040, W9045, X4810, X4822"
W0462,Complex procedure to mid foot or hindfoot with autogenous bone graft (osteotomy/fusion +/- tendon transfers/fixation),16.11.2,,,TRUE,"T6980, W0460, W0463, W0464, W1040, W3100, W9030, W9035, W9040, W9045, X4810, X4822"
W0463,Complex procedure to mid foot and hindfoot without autogenous bone graft (osteotomy/fusion +/- tendon transfers/fixation),16.11.2,Narrative change from 'Complex procedure to mid foot and hindfoot without autogenous graft (osteotomy/fusion +/- tendon transfers/fixation)' to 'Complex procedure to mid foot and hindfoot without autogenous bone graft (osteotomy/fusion +/- tendon transfers/fixation)' in April 2024,,TRUE,"T6980, W0460, W0462, W0463, W0463, W0464, W1040, W3100, W9030, W9035, W9040, W9045, X4810, X4822"
W0464,"Complex procedure to mid foot and hindfoot with autogenous bone graft (osteotomy/fusion +/- tendon transfers, fixation)",16.11.2,"Narrative change from 'Complex procedure to mid foot and hindfoot with autogenous graft (osteotomy/fusion +/- tendon transfers, fixation)' to 'Complex procedure to mid foot and hindfoot with autogenous bone graft (osteotomy/fusion +/- tendon transfers, fixation)' in April 2024",,TRUE,"T6980, W0460, W0462, W0463, W1040, W3100, W4420, W9030, W9035, W9040, W9045, X4810, X4822"
W0510,Prosthetic arthroplasty of digital joint(s),16.6.3,,,FALSE,
W0512,Interpositional silastic arthroplasty of metacarpophalangeal (MCP) or proximal interphalangeal (PIP) joint – single digit,16.6.2,"Split into three new codes, to describe number of joints & complexity, previously: W0510 Prosthetic arthroplasty of digital joint(s)Narrative change from 'Interpositional silastic arthroplasty of MCP/PIP joint- single' to 'Interpositional silastic arthroplasty of metacarpophalangeal (MCP) or proximal interphalangeal (PIP) joint – single digit' in December 2022",,TRUE,"W0513, W0860, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W0513,Interpositional silastic arthroplasty of metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints – multiple digits,16.6.2,"Split into three new codes, to describe number of joints & complexity, previously: W0510 Prosthetic arthroplasty of digital joint(s) Narrative change from Prosthetic interpositional silastic arthroplasty of MCP/PIP joints -multiple to Interpositional sNarrative change from 'Interpositional silastic arthroplasty of MCP/PIP joints - multiple' to 'Interpositional silastic arthroplasty of metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints – multiple digits' in December 2022",,TRUE,"W0512, W0860, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W0514,Prosthetic surface arthroplasty of interphalangeal/ metacarpo-phalangeal joint - single joint (both cemented and uncemented),16.6.2,"Split into three new codes, to describe number of joints & complexity, previously: W0510 Prosthetic arthroplasty of digital joint(s)",,TRUE,"W0860, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W0515,Interpositional silastic arthroplasty of metacarpophalangeal (MCP) or proximal interphalangeal (PIP) joints – multiple digits,16.6.2,New code added in December 2022,,TRUE,
W0516,Interpositional silastic arthroplasty of metacarpophalangeal (MCP) and proximal interphalangeal (PIP) joints – single digit,16.6.2,New code added in December 2022,,TRUE,
W0600,"Total excision of bone with prosthetic replacement/ reconstruction, e.g. trapezium",16.2.0,"covered by three new codes W0282, W0283 and W0284 in section 16.6",,FALSE,
W0610,Total excision of cervical rib,16.7.1,,,TRUE,
W0630,Patellectomy,16.10.2,,,TRUE,"S4230, W0632, W0633, W4200, W4210, W4214, W4216, W4218, W4230, W4231, W4244, W4280, W5200, W5201, W5210, W5300, W5800, W5822, W5830, W5831, W5851, W5852, W7580, W7582, W8700, W9240"
W0632,Prosthetic patello-femoral replacement - unilateral (as sole procedure),16.10.2,Narrative change from 'Prosthetic patello-femoral replacement (as sole procedure)' to 'Prosthetic patello-femoral replacement - unilateral (as sole procedure)' in April 2024,,TRUE,"A7350, S4230, W0630, W0633, W3100, W8520, W8700, W9020, W9030, W9040"
W0633,Prosthetic replacement of patellofemoral joint – bilateral (as sole procedure),16.10.2,Narrative change from 'Prosthetic replacement of Patellofemoral joint - bilateral' to 'Prosthetic replacement of patellofemoral joint – bilateral (as sole procedure)' in October 2018,,TRUE,"S4230, W0630, W0632, W4210, W4212, W4214, W4216, W4218, W4280, W5830, W5831, W5851, W5852, W7580, W7582, W7583, W8700, W8780, W9012, W9013, W9014, W9015, W9016, W9040"
W0640,Total excision of sesamoid bone,16.2.0,,,TRUE,"W3620, W3622"
W0660,Coccygectomy (multiple levels),3.1.3,,,TRUE,"V4740, V4742, V4900"
W0700,Excision of ectopic bone,16.2.0,,,TRUE,"W0960, W3620, W3622, W3712, W3713, W3714, W3715, W3720, W3721, W3732, W3733, W3734, W3744, W3745, W3751, W3780, W4210, W4244, W4600, W5830, W5831, W7420, W8500, W8640, W8646"
W0702,Excision of ectopic bone around a total hip replacement,16.9.1,,,TRUE,"W3720, W3721"
W0810,Acromionectomy,16.7.4,,,FALSE,
W0850,Partial excision of bone (including exostoses),16.2.0,,,TRUE,"T6462, T7910, T7915, T7941, T7942, T7981, T7982, W0321, W0322, W0950, W0961, W1380, W1641, W1648, W1800, W3620, W3622, W3712, W3713, W3714, W3715, W3720, W3721, W3732, W3733, W3734, W3744, W3745, W3751, W3780, W4200, W4210, W4244, W5550, W5700, W5701, W5710, W5780, W5800, W5830, W5831, W7420, W7860, W7921, W7922, W7980, W8500, W8580, W8603, W8620, W8640, W8646, W8820"
W0860,"Metatarsophalangeal cheilectomy - unilateral, as sole procedure",16.11.4,"Description changed from Metatarso-phalangeal cheilectomy
Changed from Metatarso-phalangeal cheilectomy - unilateral to Metatarso-phalangeal cheilectomy - unilateral, as sole procedure in March 2013Narrative change from 'Metatarso-phalangeal cheilectomy - unilateral, as sole procedure' to 'Metatarsophalangeal cheilectomy - unilateral, as sole procedure' in April 2024",,TRUE,"W0300, W0310, W0321, W0322, W0390, W0512, W0513, W0514, W0861, W5710, W7980, W8700, W9040"
W0861,"Metatarsophalangeal cheilectomy - bilateral, as sole procedure",16.11.4,"Changed from Metatarso-phalangeal cheilectomy - bilateral to Metatarso-phalangeal cheilectomy - bilateral, as sole procedure in March 2013Narrative change from 'Metatarso-phalangeal cheilectomy - bilateral, as sole procedure' to 'Metatarsophalangeal cheilectomy - bilateral, as sole procedure' in April 2024",,TRUE,"W0310, W0321, W0322, W0860, W5780, W7980, W8700, W9040"
W0881,Excision of joint of toe with release of contracture and soft tissue correction,16.11.5,,,TRUE,"T6462, W5940, W5980, X4810, X4822"
W0890,Excision distal clavicle (as sole procedure),16.7.1,"Description changed from Excision distal clavicle, in isolation",,TRUE,"T7910, W8193, W8194, W8700, W9030, W9040"
W0900,Radical resection of bone tumour,16.2.0,New codes inserted,,FALSE,
W0940,Excision of lesion of bone pelvis/hip,16.9.4,,,FALSE,
W0950,"Radical clearance of sarcoma of trunk or limbs, +/- amputation or insertion of prosthesis",15.2.0,Description changed from Radical clearance of sarcoma of trunk and limbs necessitating amputation or insertion of prosthesis,,TRUE,"S0632, S0633, S0642, S0643, S1500, W0850, W0960, W0961, W3620, W3622"
W0950,"Radical clearance of sarcoma of trunk or limbs, +/- amputation or insertion of prosthesis",16.2.0,Description changed from Radical clearance of sarcoma of trunk and limbs necessitating amputation or insertion of prosthesis,,TRUE,"S0632, S0633, S0642, S0643, S1500, W0850, W0960, W0961, W3620, W3622"
W0951,Radical clearance of sarcoma of head and neck necessitating flap reconstruction,15.2.0,,,TRUE,"S1500, S1700, S1740, S2000, S2002, S2500, S2502, S2503"
W0951,Radical clearance of sarcoma of head and neck necessitating flap reconstruction,16.2.0,,,TRUE,"S1500, S1700, S1740, S2000, S2002, S2500, S2502, S2503"
W0960,Excision of benign tumour of bone with bone grafting,15.2.0,,,TRUE,"V0510, W0700, W0950, W0961, W3620, W3622"
W0960,Excision of benign tumour of bone with bone grafting,16.2.0,,,TRUE,"V0510, W0700, W0950, W0961, W3620, W3622"
W0961,Radical clearance of benign bone tumour with reconstruction +/- insertion of prosthesis,16.2.0,New code added in January 2015,,TRUE,"S0632, S0633, S0642, S0643, S1500, W0850, W0950, W0960, W3620, W3622, W3622"
W1040,Osteotomy of short bone of foot (excluding hallux valgus and including internal fixation),16.11.3,"Replacement for W1510 Osteotomy of metatarsal (e.g. Akin, McNab, etc)Narrative change from 'Osteotomy of small bone of foot (excluding hallux valgus and including internal fixation)' to 'Osteotomy of short bone of foot (excluding hallux valgus and including internal fixation)' in July 2016",,TRUE,"W0300, W0310, W0321, W0322, W0460, W0462, W0463, W0464, W3620, W3622, W7921, W7922, W7980"
